"","S001","S002","S003","S004","S005","S006","S007","S008","S009","S010","S011","S012","S013","S014","S015","S016","S017","S018","S019","S020","S021","S022","S023","S024","S025","S026","S027","S028","S029","S030","S031","S032","S033","S034","S035","S036","S037","S038","S039","S040","S041","S042","S043","S044","S045","S046","S047","S048","S049","S050","S051","S052","S053","S054","S055","S056","S057","S058","S059","S060","S061","S062","S063","S064","S065","S066","S067","S068","S069","S070","S071","S072","S073","S074","S075","S076","S077","S078","S079","S080","S081","S082","S083","S084","S085","S086","S087","S088","S089","S090","S091","S092","S093","S094","S095","S096","S097","S098","S099","S100","S101","S102","S103","S104","S105","S106","S107","S108","S109","S110","S111","S112","S113","S114","S115","S116","S117","S118","S119","S120"
"Gene41697",1,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,1,1,0,2,0,0,2,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,1,0,2,1,1,1,0,1,0,0,0,2,0,0,1,0,2,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,3,0,1,0,0,0,0,2,0
"Gene41698",7,4,3,7,9,4,15,3,0,1,3,4,6,1,13,2,5,4,8,6,6,2,4,2,4,12,2,4,4,10,2,6,6,1,4,5,6,1,3,2,1,4,9,3,3,4,2,6,2,3,3,3,3,4,1,1,5,2,3,1,15,5,13,5,10,13,3,9,5,4,6,14,2,21,13,5,9,8,12,2,13,14,7,3,6,8,10,10,14,9,6,6,5,9,2,7,4,5,0,4,4,0,8,14,9,3,9,3,2,14,4,12,1,6,4,4,8,12,2,3
"Gene41699",1,0,1,0,0,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,2,1,1,0,1,0,0,0,0,0,1,1,0,2,1,3,1,1,1,1,0,2,0,0,1,2,2,2,1,1,1,1,0,2,1,0,0,2,1,0,2,0,2,0,0,1,2,2,0,0,2,3,1,0,0,1,1,1,1,1,2,1,1,1,0,1,0,0,1,2,1,2,0,1,0,0,0,0,0,3,0,0,1,1,0,2,0,1,0,3,0,2,0,1,0,0,0,0,0,0
"Gene41700",4,0,1,3,6,0,1,7,1,3,0,3,4,1,2,0,0,2,3,3,3,2,1,0,0,0,1,2,1,4,4,4,7,0,6,3,4,3,3,2,2,1,3,10,3,5,1,1,2,2,3,1,1,2,2,2,4,3,1,2,4,2,0,2,0,0,2,2,1,1,5,3,0,6,3,5,0,1,2,0,3,0,1,1,1,3,1,2,0,0,1,0,0,0,1,4,1,3,0,1,2,4,3,2,2,2,2,0,1,1,0,1,2,1,1,3,0,2,1,2
"Gene41701",3,8,11,7,9,21,22,9,8,21,8,13,7,22,8,4,9,12,6,7,11,6,12,10,9,4,11,15,1,10,8,6,29,13,11,9,7,33,14,10,7,9,1,19,19,14,15,46,6,16,9,16,13,14,13,15,11,11,12,19,12,15,22,8,10,15,14,11,29,16,14,22,13,14,17,14,3,10,12,11,25,20,24,6,20,19,18,7,17,18,13,12,12,6,4,23,14,12,22,7,7,21,18,8,18,5,10,34,8,14,2,17,14,14,5,11,8,14,23,8
"Gene41702",9,31,10,9,9,8,5,16,10,11,5,6,12,5,9,10,15,18,10,15,3,7,20,16,6,4,6,13,9,17,1,3,5,9,7,3,1,7,2,2,5,10,6,7,4,6,6,6,2,5,7,1,6,5,2,3,4,9,7,4,4,9,3,9,5,6,3,8,3,0,3,11,7,4,7,8,7,4,6,2,10,12,6,13,2,6,2,3,1,9,4,4,4,5,3,12,8,13,14,3,7,9,10,0,6,7,11,13,3,8,8,14,8,11,2,10,8,6,20,5
"Gene41703",23,13,3,12,8,11,14,16,8,22,8,8,33,20,21,8,12,13,24,14,20,8,12,9,14,9,23,18,15,13,14,26,28,16,35,7,13,29,15,23,20,28,14,29,18,15,26,22,12,19,19,15,13,15,30,19,16,14,23,21,41,22,16,32,22,21,19,17,27,29,12,23,20,37,21,31,24,17,23,23,38,28,22,23,19,11,32,22,10,25,26,36,12,26,13,31,36,12,25,10,23,18,21,19,24,19,23,22,19,14,33,36,10,26,11,31,14,22,29,16
"Gene41704",7,4,1,0,4,2,6,6,4,4,1,1,2,2,7,4,1,1,1,2,2,4,1,2,2,2,8,4,4,3,5,10,12,2,10,4,4,9,3,7,3,2,6,7,2,5,9,12,7,4,9,6,5,8,8,2,3,5,6,7,1,1,4,1,5,1,4,2,2,3,3,7,1,8,8,2,3,4,6,0,1,2,1,3,7,4,1,2,0,5,7,0,1,2,3,3,2,2,2,1,2,1,6,4,7,1,4,1,1,2,1,3,1,2,3,4,1,2,1,0
"Gene41705",1,3,1,2,4,7,4,1,4,4,5,0,8,3,9,6,9,3,5,2,3,1,2,7,5,0,0,2,2,9,5,2,1,1,6,2,1,3,7,6,1,4,2,3,0,4,2,6,2,5,1,1,3,0,12,4,2,0,0,2,3,4,1,1,1,8,3,2,1,5,2,3,2,10,6,0,2,5,9,5,7,5,2,7,3,2,5,1,1,6,5,6,1,2,1,8,1,3,0,6,5,5,4,6,6,3,9,5,0,3,4,6,0,6,2,7,3,3,1,1
"Gene41706",0,2,2,2,2,1,3,2,1,0,0,1,3,3,1,0,2,3,4,7,2,4,1,4,1,4,3,0,3,2,3,0,3,0,3,2,1,2,1,0,2,5,6,3,3,1,4,1,3,1,1,2,2,2,1,0,4,1,1,6,5,1,3,1,1,0,0,1,3,2,0,1,0,2,2,0,1,2,4,1,3,0,4,1,2,4,1,2,0,2,5,1,0,1,1,1,2,2,0,0,2,1,1,3,1,2,3,0,1,2,2,1,2,3,0,1,2,1,0,3
"Gene41707",1,3,1,5,1,2,4,3,3,3,3,2,2,3,2,1,3,2,2,7,3,1,5,3,1,1,4,2,0,8,2,4,3,2,1,2,7,1,4,2,1,3,2,2,5,3,6,5,1,3,3,1,1,4,3,3,3,2,1,5,2,1,0,3,1,1,3,3,5,1,0,2,2,0,4,1,5,1,2,5,2,4,1,5,4,1,4,3,2,6,2,2,3,0,1,3,0,3,1,1,2,1,3,1,3,0,2,1,1,0,1,1,1,2,0,0,0,1,2,3
"Gene41708",0,1,2,1,1,0,3,0,1,1,2,0,2,1,3,1,1,0,2,3,1,3,1,2,6,4,0,0,4,2,2,1,2,0,2,2,1,1,2,1,2,1,3,4,5,3,2,4,1,2,2,0,3,0,1,1,2,5,2,1,5,6,1,1,4,1,0,2,7,4,5,1,2,3,6,4,0,2,4,2,3,2,4,3,3,5,3,2,5,4,3,0,2,2,0,1,2,2,3,4,0,0,2,2,4,1,6,0,4,2,0,1,1,1,2,2,2,3,2,1
"Gene41709",4,3,4,1,5,4,3,5,0,5,1,9,4,1,3,2,4,2,2,3,5,2,8,4,2,3,9,2,5,1,2,4,8,7,2,0,2,1,0,1,2,1,2,6,2,4,5,2,2,1,2,6,5,2,2,1,5,1,3,3,8,0,2,2,2,0,2,5,1,2,4,1,2,3,1,3,1,4,0,4,1,5,2,3,1,3,5,3,1,4,6,4,5,4,5,8,1,3,2,6,4,2,3,5,2,2,4,2,5,5,3,6,3,2,5,5,5,2,1,3
"Gene41710",1,1,2,3,0,0,2,1,1,1,0,0,1,3,1,0,0,1,2,1,0,0,0,1,1,1,1,2,3,3,0,0,0,0,3,0,1,0,0,2,1,0,1,2,2,1,0,1,0,0,0,2,0,2,1,1,1,0,0,3,1,0,2,2,1,1,0,1,0,0,0,1,0,0,1,2,2,1,1,0,0,2,4,1,1,1,2,2,0,0,1,0,2,1,0,1,0,1,0,1,0,3,1,4,1,2,3,3,2,1,0,0,3,0,0,3,2,0,1,0
"Gene41711",6,8,12,7,10,8,6,5,6,5,0,7,2,5,16,11,4,6,11,10,3,5,4,5,3,7,9,4,13,8,11,2,10,10,4,8,7,2,8,9,5,6,4,4,3,4,6,8,5,8,6,5,8,4,5,4,2,7,5,3,2,6,3,4,3,3,2,5,2,2,4,13,5,8,5,6,4,4,9,2,4,6,4,9,5,3,4,6,3,7,5,5,10,5,4,6,16,7,4,2,9,4,11,18,15,6,20,10,7,3,8,10,3,11,9,5,4,7,7,7
"Gene41712",6,1,2,7,5,8,2,5,6,7,2,2,8,7,8,11,2,5,1,5,4,2,7,4,7,9,5,8,9,4,8,4,12,8,10,2,5,5,3,3,9,7,2,3,4,6,6,12,4,5,7,6,10,3,3,1,3,5,7,5,6,8,6,7,10,10,8,6,6,8,9,3,11,5,11,3,3,4,11,4,14,14,9,10,8,3,3,3,5,8,3,15,6,16,7,18,14,6,12,7,10,10,9,11,10,9,16,9,9,15,5,6,11,9,13,13,4,12,1,6
"Gene41713",9,4,5,5,12,3,4,3,6,2,2,5,4,2,2,3,6,7,7,6,4,6,5,7,4,1,3,3,2,8,2,4,3,3,10,3,1,16,4,1,4,10,8,9,0,9,8,6,1,7,6,0,3,2,5,2,2,7,6,3,5,9,4,2,9,4,2,1,5,3,3,5,0,6,6,2,2,7,0,3,11,10,3,18,3,12,7,4,5,2,6,4,2,13,9,22,3,2,10,2,3,5,6,2,6,11,14,3,1,4,2,7,6,6,6,14,7,5,2,1
"Gene41714",3,3,3,1,4,7,6,6,3,4,5,0,6,0,10,2,4,6,2,1,5,2,8,1,6,6,4,6,3,8,5,1,7,2,2,7,2,0,3,5,1,5,3,4,1,4,4,7,3,1,0,2,1,1,2,1,3,3,1,1,7,6,2,2,2,3,0,4,4,3,4,3,5,7,6,3,1,5,6,2,11,2,4,6,3,1,12,0,5,2,5,5,3,3,2,4,3,0,1,2,3,6,6,7,6,3,6,3,3,5,4,3,8,5,5,7,5,6,2,1
"Gene41715",4,3,3,3,6,0,3,3,2,12,4,1,2,2,5,1,4,3,4,4,3,2,4,1,2,1,1,3,1,6,2,0,4,2,6,1,1,2,1,1,1,3,5,5,1,2,6,5,1,2,2,2,4,6,2,0,0,2,2,2,2,0,3,1,0,3,1,0,1,2,1,0,4,3,3,0,1,2,1,0,0,0,0,0,0,0,4,0,0,1,4,2,1,6,2,2,2,3,1,2,0,4,0,4,2,0,5,3,5,1,1,2,2,1,1,6,0,1,1,3
"Gene41716",1,1,4,3,1,2,0,3,2,3,1,2,4,0,0,3,3,2,2,1,6,4,2,1,2,3,2,5,5,1,2,2,5,3,1,1,0,1,2,3,6,5,5,1,2,0,3,2,1,1,1,1,3,0,4,3,2,3,3,0,2,2,4,1,3,2,2,2,5,3,3,2,3,4,2,2,1,4,3,1,0,3,1,3,2,6,2,1,2,2,3,2,1,0,1,1,6,1,1,1,3,1,1,0,1,0,3,0,1,2,2,0,1,1,2,3,3,0,1,0
"Gene41717",0,1,1,1,5,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,3,1,2,2,2,0,1,2,2,1,0,0,2,1,0,1,0,1,1,0,1,0,1,3,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,3,2,2,0,3,1,2,0,0,1,0,2,0,1,1,0,1,3,1,0,2,1,1,0,1,1,0,1,2,1,0,0,1,0,2,0,1,0,0,2,1,1,0,0,3,0,2,0,1,1,0,0,1,1,1,2,0
"Gene41718",2,2,4,3,0,2,2,4,2,1,5,6,2,3,5,3,5,4,4,3,2,1,12,5,1,1,2,4,4,6,3,5,3,2,11,1,4,8,1,4,2,3,2,2,3,2,2,4,2,5,5,4,3,1,3,5,4,1,1,2,1,1,1,5,2,3,3,2,3,3,6,3,3,0,2,5,3,7,2,3,3,2,3,2,2,1,7,1,2,1,1,2,1,0,2,6,1,0,3,1,3,7,2,1,0,4,3,4,3,3,2,4,1,1,0,2,2,2,1,2
"Gene41719",7,5,11,4,4,9,11,7,5,8,3,8,9,6,10,8,9,7,2,10,4,8,5,7,12,8,8,10,13,9,15,19,17,8,16,5,11,11,7,23,17,12,7,11,7,7,16,22,6,8,12,11,7,7,12,8,17,6,6,13,5,3,8,4,10,9,6,4,7,2,5,1,3,5,7,7,4,5,8,7,5,8,3,10,3,4,14,7,5,3,3,11,2,3,2,11,5,3,3,6,2,5,2,3,8,6,4,4,11,6,7,8,6,4,2,2,5,9,3,4
"Gene41720",5,6,9,3,7,8,9,13,4,6,8,9,5,11,11,8,7,8,6,6,8,11,5,2,11,8,4,8,10,8,8,12,11,6,7,10,9,14,10,7,12,14,9,10,14,12,8,6,3,12,1,16,9,6,7,4,6,6,7,5,4,9,8,8,10,8,6,5,8,5,9,10,9,6,11,8,8,13,7,3,6,8,6,13,9,7,11,7,10,11,3,12,3,3,23,10,10,11,15,4,11,15,7,10,4,11,14,9,4,11,10,16,6,18,6,7,12,8,4,14
"Gene41721",4,12,6,4,0,4,3,6,4,7,3,7,7,10,9,1,8,9,9,3,2,2,9,20,3,4,2,12,6,9,5,5,14,5,7,4,2,2,1,9,7,3,9,16,2,5,6,11,2,5,4,4,12,2,3,4,3,6,6,10,5,5,3,5,8,1,10,0,9,7,5,4,5,7,5,6,2,4,1,5,5,2,1,7,1,6,12,4,4,11,6,9,5,8,6,7,12,5,2,19,12,5,6,5,8,5,12,9,4,12,4,6,4,10,21,9,11,2,5,14
"Gene41722",43,16,29,28,17,27,65,82,30,18,14,37,40,32,58,30,38,29,17,10,58,15,17,13,30,7,28,31,33,52,24,19,39,22,29,18,23,23,22,32,24,42,21,17,17,11,19,15,24,15,14,11,18,9,10,24,17,21,9,31,19,5,8,11,27,11,20,21,16,18,6,27,12,24,22,25,9,15,24,20,42,24,22,33,33,31,19,13,12,29,7,20,40,22,11,30,24,18,21,13,16,21,19,18,27,12,21,21,14,17,28,4,15,16,14,13,19,25,34,7
"Gene41723",3,2,3,4,4,2,3,3,0,3,2,2,5,2,4,1,1,0,2,0,1,6,2,3,0,0,1,5,0,3,3,3,4,2,0,3,2,1,4,4,2,1,2,3,0,0,0,1,1,2,1,1,4,3,3,6,0,1,1,1,2,3,2,1,3,3,3,3,0,2,0,3,1,3,4,1,5,3,2,4,1,5,2,3,2,5,4,6,0,2,1,4,3,3,5,4,1,4,1,2,3,7,2,2,4,1,2,2,2,4,3,4,3,4,1,6,1,3,5,1
"Gene41724",2,5,3,1,7,3,8,1,1,2,2,5,1,3,5,5,2,1,3,3,2,4,3,6,4,3,7,6,4,3,8,4,5,1,10,4,6,6,4,8,4,2,4,3,6,5,6,5,6,3,9,4,8,5,7,4,6,4,2,4,8,9,5,7,10,4,7,8,4,2,3,3,7,10,9,6,8,7,1,1,5,2,4,8,4,11,9,12,1,11,2,5,4,4,1,9,4,10,2,3,6,15,8,5,3,2,2,4,4,5,3,7,4,4,4,6,2,6,11,6
"Gene41725",10,4,5,0,4,7,3,2,1,4,1,2,3,2,1,0,0,6,1,1,0,2,0,6,5,2,2,4,4,3,1,8,3,6,2,0,3,3,1,5,3,1,1,5,5,2,0,8,3,2,2,5,3,0,3,3,4,2,3,0,4,7,2,1,1,3,4,0,4,0,0,7,4,4,1,2,3,8,0,0,2,2,3,5,2,1,5,1,0,2,2,5,4,4,7,3,7,2,0,0,3,7,1,0,6,13,1,5,2,0,7,5,3,5,2,7,4,7,5,2
"Gene41726",0,2,7,2,2,1,2,4,1,5,1,2,0,3,1,3,2,4,3,1,1,1,9,2,1,0,0,2,3,2,7,6,2,1,1,2,1,5,7,4,0,1,1,2,1,4,4,3,5,3,0,1,5,5,0,2,0,6,1,2,0,2,2,4,5,2,2,4,3,2,2,0,3,9,3,2,2,2,4,3,0,3,1,1,1,1,5,1,1,3,3,1,2,1,3,4,5,1,2,3,4,2,1,1,6,5,4,3,3,1,0,3,2,3,2,6,5,2,3,2
"Gene41727",15,18,11,10,22,4,11,6,10,6,12,23,6,7,15,21,12,11,3,9,10,11,15,4,11,7,15,7,13,32,36,10,21,8,19,15,18,12,15,7,12,20,17,17,13,14,17,15,14,19,10,14,19,7,20,10,12,16,11,12,10,15,10,21,15,11,4,8,6,9,4,20,10,18,11,19,10,14,4,5,13,7,14,8,14,21,20,10,4,18,4,7,10,7,4,6,4,0,4,5,3,5,2,8,4,3,7,4,6,5,4,4,5,1,0,4,7,2,1,5
"Gene41728",2,1,5,0,4,1,4,3,0,1,2,2,2,5,3,2,5,0,2,0,1,0,0,0,5,2,2,4,1,1,1,0,1,1,0,4,0,0,1,1,0,3,0,2,0,2,1,1,0,1,1,2,1,1,1,0,1,3,2,1,2,3,3,2,0,1,0,1,0,1,0,1,1,0,1,0,3,0,1,0,1,1,1,4,0,0,1,1,1,2,1,1,4,3,1,0,1,1,1,2,1,0,2,3,5,2,1,0,0,2,2,4,4,0,0,1,0,1,2,2
"Gene41729",3,0,4,1,4,3,4,3,1,8,3,3,3,2,2,1,2,0,2,3,3,2,1,5,3,3,1,7,6,5,6,7,11,5,9,7,5,12,7,4,7,8,4,7,3,13,9,11,5,2,13,8,6,6,3,6,4,8,7,10,3,6,9,1,6,6,2,5,4,6,7,3,2,4,0,5,0,1,5,3,6,7,7,6,6,3,5,6,4,11,10,16,4,6,6,16,9,6,8,4,8,5,7,10,6,6,7,3,9,7,5,4,9,10,6,7,4,3,6,6
"Gene41730",3,1,3,5,4,5,7,2,2,5,0,2,3,2,5,3,3,2,2,2,3,5,1,2,1,2,4,4,4,8,3,4,1,3,6,0,1,0,3,1,2,2,3,4,2,2,2,5,4,1,5,1,4,0,4,1,3,7,2,4,3,6,4,0,2,3,2,4,1,1,0,1,0,3,4,2,0,0,7,2,1,2,7,4,3,3,8,1,4,3,4,5,1,2,2,2,4,2,5,4,4,2,3,3,11,0,1,3,2,4,1,4,3,2,1,6,2,3,1,3
"Gene41731",2,4,10,4,3,3,4,2,4,1,1,0,2,5,6,3,2,5,5,6,0,2,4,1,5,0,4,5,4,3,5,4,8,2,4,3,2,3,1,8,1,5,2,4,5,4,8,1,6,6,3,6,6,3,4,1,9,4,6,8,6,8,7,5,1,0,4,4,9,5,4,7,3,5,16,1,2,10,7,5,4,5,3,9,10,2,3,3,3,2,1,6,9,11,5,1,4,6,8,1,8,3,3,3,2,6,16,5,9,3,6,2,0,6,0,2,6,2,4,2
"Gene41732",62,58,128,57,74,51,25,72,54,106,29,40,67,49,122,63,61,71,52,89,77,71,70,31,104,70,57,54,55,83,79,52,82,85,87,33,34,58,42,52,51,74,79,63,23,40,45,73,58,74,79,57,54,57,111,23,64,43,49,67,79,94,78,67,87,47,44,53,76,59,61,46,92,96,115,68,93,69,67,78,80,86,113,89,64,40,98,45,50,73,25,51,54,47,32,81,33,46,46,58,37,69,48,77,81,63,114,25,40,35,43,80,57,54,39,43,61,42,54,52
"Gene41733",1,3,2,2,1,1,1,3,1,0,0,0,2,2,1,0,4,1,3,0,3,0,1,2,1,2,1,1,1,0,1,0,1,0,0,0,1,0,1,0,2,1,0,4,0,3,3,2,0,2,0,0,1,0,3,0,1,0,1,1,0,2,1,1,0,0,0,0,2,1,0,0,2,0,3,1,1,0,4,0,1,0,3,0,0,0,1,0,1,0,2,1,1,1,0,1,2,1,2,0,2,0,0,2,2,0,3,0,0,0,2,0,1,2,1,0,2,1,1,0
"Gene41734",0,0,2,0,2,1,0,1,2,0,1,1,0,1,1,2,2,1,1,0,2,0,1,0,0,4,0,3,0,2,1,0,1,0,0,1,2,0,2,1,1,1,1,0,0,1,2,0,0,3,0,1,0,1,1,2,1,1,0,2,0,1,2,1,2,3,0,1,3,0,0,2,2,1,0,0,2,1,0,2,3,1,0,0,1,2,2,3,0,1,0,2,2,2,3,2,2,2,1,1,0,1,2,0,0,1,1,0,1,2,1,2,1,4,1,1,0,0,2,0
"Gene41735",2,7,7,1,7,4,7,6,3,4,2,11,3,0,1,3,7,5,6,3,6,4,2,2,5,2,4,1,0,5,4,2,2,5,6,2,3,8,2,3,4,4,3,4,4,7,5,6,3,8,2,4,1,4,3,7,1,1,3,5,2,2,2,2,2,4,5,3,2,1,1,7,5,2,10,0,4,8,6,1,3,14,5,7,2,1,6,2,7,6,5,3,6,3,2,2,3,2,3,1,3,1,6,11,1,0,8,4,2,2,1,6,2,5,3,1,2,4,3,5
"Gene41736",0,3,0,6,3,4,5,7,0,0,2,4,4,0,9,1,1,11,8,8,1,17,0,0,0,0,8,7,1,17,5,5,4,0,4,0,1,5,4,9,9,2,5,9,3,9,1,5,6,1,0,5,5,2,5,1,9,4,2,6,2,7,2,5,5,2,2,4,5,7,1,2,9,14,6,8,4,4,2,5,1,5,6,17,0,17,9,1,1,18,0,7,3,2,2,2,3,1,5,2,2,1,1,12,2,2,6,4,2,2,1,11,0,4,0,0,3,11,3,8
"Gene41737",2,0,2,3,0,1,3,2,2,1,1,2,1,1,4,0,0,1,1,3,4,1,1,4,1,2,3,3,2,4,8,7,2,3,3,3,1,2,1,3,4,2,0,2,4,5,6,1,1,4,6,2,6,5,4,5,9,1,3,7,3,3,2,4,2,3,1,2,6,1,3,1,3,2,2,2,1,2,8,1,2,2,2,2,5,5,1,1,3,2,5,0,1,0,8,5,2,5,5,5,4,5,5,4,4,6,5,7,6,4,3,4,4,8,7,3,5,4,2,4
"Gene41738",18,7,12,5,13,14,14,6,2,4,1,3,8,6,20,6,5,11,16,4,10,10,12,6,6,4,8,12,11,17,8,14,15,6,10,3,6,8,18,6,13,5,14,12,16,9,13,10,4,8,6,12,6,2,9,8,6,3,1,5,1,8,7,2,4,9,3,7,4,6,6,3,3,8,10,2,4,1,10,2,8,6,3,7,4,4,6,6,8,12,7,9,4,6,11,11,5,7,2,3,4,11,3,11,8,8,12,1,2,5,1,5,7,4,5,13,8,6,3,0
"Gene41739",4,5,12,13,11,6,13,6,6,11,11,3,4,8,11,9,8,3,3,9,9,3,6,12,14,8,8,8,10,8,5,4,13,3,8,9,8,11,6,8,7,9,8,4,12,6,9,8,2,6,7,8,8,8,11,9,15,3,2,3,5,10,18,11,6,2,6,6,4,4,5,9,10,9,6,6,7,4,14,6,13,8,6,5,11,5,9,5,6,9,16,14,17,15,20,16,11,9,7,15,9,5,10,5,8,13,14,14,8,15,8,9,24,10,10,13,5,18,10,8
"Gene41740",3,2,1,3,0,0,4,0,0,0,0,4,2,2,1,1,0,0,2,0,0,1,1,2,3,1,2,1,0,0,1,2,3,0,1,0,0,0,5,1,2,0,1,0,0,1,1,1,0,0,0,2,0,0,2,0,1,1,0,3,1,1,1,3,6,3,2,1,3,3,2,1,3,3,1,2,1,3,5,2,1,1,2,1,2,2,0,2,3,1,2,0,1,0,2,0,2,0,1,2,1,0,0,0,1,2,0,1,1,1,3,1,3,1,1,0,1,2,2,0
"Gene41741",2,0,1,0,0,3,2,1,1,1,2,1,1,1,2,0,0,1,1,1,0,0,0,2,3,1,0,2,2,0,2,0,3,1,0,2,0,2,2,2,1,3,2,2,1,1,1,2,2,0,2,0,1,0,1,1,3,0,1,0,5,2,1,1,0,2,1,1,4,0,1,7,1,3,4,2,1,1,1,4,2,1,4,2,1,2,1,0,1,1,1,0,1,0,3,1,1,1,0,1,2,1,3,0,1,1,3,3,0,3,2,0,1,1,1,1,0,2,0,0
"Gene41742",4,0,3,0,2,2,3,1,1,2,0,2,7,1,0,1,1,2,2,1,3,1,3,2,1,3,4,6,1,4,2,1,0,0,3,5,1,0,0,2,1,0,1,2,0,2,2,2,3,1,3,2,0,0,0,4,3,3,1,0,2,5,3,1,1,0,3,4,0,2,3,1,0,2,3,2,2,7,6,0,1,2,2,3,3,1,3,1,0,2,2,4,1,2,0,2,4,1,1,2,2,2,1,2,5,2,0,1,1,0,0,2,3,1,0,5,2,2,0,3
"Gene41743",4,0,2,0,2,1,2,0,1,1,2,1,3,2,0,0,1,3,2,2,3,0,1,1,0,1,2,2,1,3,0,3,8,2,0,0,0,1,0,1,1,4,2,3,0,2,1,1,3,2,1,3,1,5,3,2,1,2,3,4,5,5,0,0,3,2,0,1,2,2,2,5,0,1,1,0,1,3,1,0,6,0,0,2,0,7,7,3,1,5,2,1,0,1,3,2,2,1,3,2,2,2,1,0,0,0,3,2,3,3,3,3,2,3,0,8,2,1,2,0
"Gene41744",2,2,6,1,3,3,2,3,1,2,4,2,1,3,2,1,3,2,1,7,1,2,5,2,4,3,5,8,6,6,3,2,2,3,5,2,2,2,0,6,2,6,3,1,6,5,2,7,0,3,1,2,1,3,0,2,2,2,4,2,1,0,1,2,2,1,0,1,1,1,2,3,3,1,3,1,3,0,2,4,1,3,3,0,4,0,5,5,0,4,5,2,0,1,1,2,1,2,2,2,1,1,6,0,5,2,1,1,1,2,3,2,0,1,3,5,4,3,2,1
"Gene41745",2,1,4,2,7,3,5,3,1,9,1,1,7,4,1,2,3,1,17,3,3,2,2,2,4,4,4,4,1,9,4,7,1,3,4,0,2,5,6,2,3,2,8,2,3,5,2,3,6,5,5,3,3,5,3,4,4,3,3,0,1,2,1,3,3,2,3,1,4,1,0,1,1,3,1,0,5,8,3,2,4,3,1,1,0,1,3,5,1,2,1,1,4,2,3,5,2,4,5,6,2,4,7,4,7,6,4,3,1,4,1,7,2,3,3,7,2,1,4,2
"Gene41746",21,21,16,5,12,10,7,16,8,14,7,10,14,16,4,9,18,11,22,11,12,2,29,22,2,4,22,25,25,12,6,15,10,17,16,12,11,4,18,30,14,17,16,15,9,6,15,36,12,7,10,19,18,13,17,21,12,6,6,10,1,9,9,5,8,13,6,6,8,23,3,4,4,7,5,5,4,8,9,3,19,5,10,5,1,5,11,8,3,11,7,5,1,2,9,3,2,10,12,7,3,4,9,16,3,10,8,10,8,3,7,10,2,14,1,4,5,15,10,8
"Gene41747",1,15,14,1,9,3,3,13,5,11,8,3,10,5,1,7,9,19,5,4,5,15,6,9,3,10,15,4,4,10,6,4,7,2,3,5,0,23,5,8,8,4,13,16,5,8,11,5,9,3,6,2,6,8,2,4,3,4,5,6,3,5,5,6,5,2,6,1,2,4,4,18,8,5,3,3,1,5,21,1,7,13,16,6,3,2,9,4,2,9,3,4,7,4,2,8,8,4,4,6,1,2,5,7,14,2,5,1,8,1,5,6,1,19,5,5,9,18,0,5
"Gene41748",1,8,4,4,4,3,8,1,3,6,3,3,4,3,5,2,3,1,5,3,5,1,2,3,6,1,3,3,5,10,2,3,2,3,6,5,2,6,5,1,3,11,2,6,1,2,9,8,2,5,2,4,8,6,2,4,1,10,6,3,6,4,4,7,2,3,5,3,5,2,8,7,2,5,6,2,7,6,2,4,8,2,5,4,3,9,0,3,3,5,3,5,9,5,3,1,8,5,3,6,4,7,3,4,9,5,4,4,1,5,6,5,7,8,2,3,8,5,3,4
"Gene41749",4,7,1,9,3,6,7,11,1,8,1,5,1,10,5,3,2,10,3,9,2,7,2,8,7,5,4,10,3,12,10,16,3,5,11,2,3,16,9,9,3,15,2,22,1,19,3,21,5,8,2,2,1,8,6,12,2,25,1,14,6,23,5,28,5,12,4,11,10,15,8,26,5,9,2,12,4,11,10,13,8,9,8,26,5,15,6,11,4,13,2,9,1,1,2,6,7,11,3,6,0,7,1,2,6,3,6,4,1,7,0,13,4,8,5,5,4,11,1,9
"Gene41750",9,4,7,2,4,6,5,5,1,4,4,1,12,7,3,2,7,4,4,4,3,2,6,6,11,6,6,4,7,6,9,0,6,4,6,8,2,2,1,4,6,9,5,5,8,9,2,3,7,6,2,1,12,9,1,2,6,3,1,1,4,4,3,0,0,2,6,5,6,6,4,2,4,5,9,0,3,3,4,3,2,9,6,6,6,5,1,2,4,2,0,5,4,4,3,2,2,4,1,3,3,1,4,7,4,5,2,6,1,2,3,7,1,2,4,7,6,0,8,4
"Gene41751",6,3,3,1,1,2,1,4,2,5,0,2,5,4,3,2,2,5,0,3,4,2,1,3,1,2,7,4,3,6,6,3,3,3,6,6,5,5,5,3,2,2,5,1,7,3,3,9,3,3,1,3,8,4,3,5,3,7,3,2,7,7,2,4,2,4,4,5,7,11,0,1,7,8,8,5,2,2,6,1,8,4,7,3,3,4,6,5,0,10,3,2,1,2,4,4,8,6,5,5,0,3,4,2,5,3,7,5,5,3,1,3,6,7,3,3,5,4,5,2
